Id,Camera,Angle,Width,Height,Facing
1151,R,74,61,94,F
1152,F,22,84,93,F
1153,R,89,38,41,F
1154,R,66,170,204,F
1155,L,259,46,105,X
1156,F,25,178,169,F
1157,F,23,135,125,F
1158,F,32,212,234,F
1159,R,59,190,199,F
1160,X,224,146,140,X
1161,R,75,168,334,F
1162,X,197,44,44,X
1163,R,59,162,173,F
1164,L,242,51,51,X
1165,F,26,96,96,F
1166,L,241,35,44,X
1167,R,61,193,244,F
1168,F,16,63,67,F
1169,F,30,125,141,F
1170,R,88,67,128,F
1171,F,33,74,97,F
1172,R,51,147,138,F
1173,R,57,171,172,F
1174,X,210,46,46,X
1175,X,206,40,40,X
1176,X,227,127,105,X
1177,F,48,156,178,F
1178,R,73,88,122,F
1179,L,259,74,155,X
1180,R,98,100,176,F
1181,F,31,114,105,F
1182,F,23,128,130,F
1183,F,27,204,184,F
1184,X,224,115,99,X
1185,R,81,50,126,F
1186,X,203,42,42,X
1187,R,50,150,125,F
1188,L,245,39,53,X
1189,R,50,154,125,F
1190,L,231,68,76,X
1191,F,20,115,123,F
1192,L,261,36,102,X
1193,F,28,137,133,F
1194,R,81,142,273,F
1195,L,246,46,54,X
1196,F,19,95,100,F
1197,R,71,94,144,F
1198,R,71,66,89,F
1199,F,25,58,53,F
1200,L,249,57,95,X
1201,L,254,38,102,X
1202,X,207,83,79,X
1203,X,198,55,53,X
1204,R,68,90,147,F
1205,L,238,101,85,X
1206,F,41,185,174,F
1207,R,117,35,37,R
1208,L,222,58,43,X
1209,R,77,102,213,F
1210,L,241,63,96,X
1211,R,43,186,163,F
1212,R,89,69,74,F
1213,X,214,81,120,X
1214,F,27,225,199,F
1215,R,72,161,262,F
1216,X,214,87,97,X
1217,X,211,112,93,X
1218,F,47,202,167,F
1219,F,36,279,259,F
1220,X,205,81,86,X
1221,R,54,112,89,F
1222,L,223,129,99,X
1223,F,30,77,87,F
1224,X,207,41,46,X
1225,F,25,85,70,F
1226,L,246,70,118,X
1227,R,60,283,342,F
1228,X,207,63,62,X
1229,X,224,109,111,X
1230,F,37,103,116,F
1231,F,23,144,131,F
1232,L,271,34,37,L
1233,R,79,88,191,F
1234,X,205,76,90,X
1235,X,212,59,46,X
1236,L,303,46,59,F
1237,R,66,65,94,F
1238,F,37,133,127,F
1239,F,10,60,65,F
1240,R,56,142,178,F
1241,R,132,43,30,R
1242,X,216,106,103,X
1243,F,17,75,85,F
1244,L,252,49,80,X
1245,F,347,128,133,F
1246,X,206,43,48,X
1247,F,22,104,116,F
1248,R,65,109,122,F
1249,X,196,50,48,X
1250,R,92,59,157,F
1251,F,333,113,125,F
1252,R,67,35,41,F
1253,X,213,82,83,X
1254,F,20,97,101,F
1255,F,12,54,64,F
1256,F,30,198,197,F
1257,L,264,34,80,F
1258,X,207,37,34,X
1259,R,66,197,266,F
1260,X,203,48,50,X
1261,R,55,136,140,F
1262,X,149,36,31,L
1263,R,102,47,45,X
1264,L,258,25,53,X
1265,L,251,33,57,X
1266,L,243,68,112,X
1267,X,215,133,124,X
1268,L,223,103,87,X
1269,R,55,170,167,F
1270,L,237,44,64,X
1271,X,220,64,54,X
1272,L,244,52,76,X
1273,F,48,132,148,F
1274,L,236,129,130,X
1275,L,253,45,116,X
1276,F,29,139,159,F
1277,X,209,61,68,X
1278,L,250,51,81,X
1279,F,25,112,109,F
1280,L,265,30,72,F
1281,F,28,85,96,F
1282,F,15,52,59,F
1283,R,68,94,155,F
1284,R,48,132,124,F
1285,F,39,40,41,F
1286,X,226,70,63,X
1287,F,17,49,56,F
1288,R,43,162,128,F
1289,R,107,45,74,X
1290,R,76,80,129,F
1291,F,47,159,151,F
1292,X,228,113,127,X
1293,X,207,41,56,X
1294,F,24,84,99,F
1295,L,238,182,173,X
1296,F,17,106,107,F
1297,R,51,104,98,F
1298,R,48,194,189,F
1299,R,53,281,224,F
1300,F,18,38,39,F
1301,R,76,81,222,F
1302,F,21,124,128,F
1303,F,41,176,209,F
1304,F,27,109,122,F
1305,R,71,41,47,F
1306,F,30,102,89,F
1307,X,205,44,44,X
1308,L,254,44,89,X
1309,X,213,111,87,X
1310,L,271,46,52,L
1311,R,59,212,230,F
1312,F,30,107,111,F
1313,L,246,166,224,X
1314,L,258,47,83,X
1315,X,207,47,74,X
1316,X,217,42,37,X
1317,L,293,107,182,F
1318,L,228,99,78,X
1319,R,83,129,228,F
1320,L,246,59,67,X
1321,R,79,84,96,F
1322,L,246,28,44,X
1323,R,57,142,112,F
1324,X,207,85,97,X
1325,X,198,44,45,X
1326,F,22,151,136,F
1327,F,25,117,124,F
1328,X,206,73,84,X
1329,F,48,143,261,F
1330,F,45,150,133,F
1331,X,218,81,94,X
1332,F,27,125,120,F
1333,F,31,255,253,F
1334,F,29,243,315,F
1335,F,33,172,153,F
1336,R,77,82,166,F
1337,L,244,117,132,X
1338,R,69,127,178,F
1339,L,236,96,118,X
1340,R,79,82,184,F
1341,R,60,240,280,F
1342,L,240,52,65,X
1343,R,80,111,146,F
1344,F,37,170,208,F
1345,F,17,84,104,F
1346,F,3,53,117,L
1347,R,100,31,32,R
1348,R,92,30,39,R
1349,R,80,58,67,R
1350,L,254,46,82,X
1351,F,47,135,110,F
1352,L,299,145,163,F
1353,F,13,33,72,L
1354,L,301,34,32,F
1355,F,24,61,58,F
1356,R,69,102,133,F
1357,F,47,176,281,F
1358,R,74,62,67,F
1359,F,44,104,107,F
1360,L,249,35,41,X
1361,L,247,67,93,X
1362,R,58,96,117,F
1363,L,253,96,115,X
1364,L,230,92,88,X
1365,R,66,168,181,F
1366,R,69,47,75,F
1367,L,244,69,104,X
1368,F,19,73,70,F
1369,F,345,49,52,F
1370,R,93,39,52,R
1371,X,220,69,67,X
1372,F,13,74,81,F
1373,L,251,68,116,X
1374,R,56,124,155,F
1375,F,18,97,100,F
1376,R,71,94,186,F
1377,L,231,67,50,X
1378,L,249,49,88,X
1379,F,29,131,131,F
1380,L,269,49,50,L
1381,F,26,69,67,F
1382,R,64,194,273,F
1383,F,24,63,65,F
1384,F,58,356,368,F
1385,R,79,50,56,F
1386,X,213,70,80,X
1387,F,40,153,145,F
1388,X,202,62,65,X
1389,R,80,69,162,F
1390,X,217,34,34,X
1391,L,246,51,68,X
1392,F,22,98,104,F
1393,X,201,54,55,X
1394,L,253,38,51,X
1395,R,73,120,185,F
1396,X,205,50,61,X
1397,R,65,204,227,F
1398,F,35,187,206,F
1399,F,21,114,119,F
1400,X,222,71,70,X
1401,R,120,42,41,X
1402,R,68,77,102,F
1403,L,249,68,84,X
1404,R,48,212,170,F
1405,X,209,85,82,X
1406,X,220,176,166,X
1407,X,212,45,84,X
1408,F,26,95,89,F
1409,L,242,51,82,X
1410,L,239,65,55,X
1411,F,37,131,133,F
1412,R,63,91,127,F
1413,R,67,83,127,F
1414,L,245,97,96,X
1415,F,15,59,67,F
1416,F,31,103,144,F
1417,F,343,104,113,F
1418,F,22,75,76,F
1419,L,245,104,111,X
1420,L,271,34,61,X
1421,L,245,67,116,X
1422,X,199,49,47,X
1423,R,82,41,110,F
1424,X,209,43,40,X
1425,L,259,46,123,X
1426,X,210,45,42,X
1427,X,228,100,81,X
1428,X,205,57,69,X
1429,X,204,44,46,X
1430,F,69,160,133,F
1431,F,42,156,156,F
1432,X,202,40,33,X
1433,F,321,39,33,F
1434,L,294,99,116,F
1435,R,70,36,35,R
1436,X,227,52,62,X
1437,X,205,44,44,X
1438,F,20,83,76,F
1439,X,213,62,62,X
1440,R,98,67,78,R
1441,F,27,129,131,F
1442,R,55,126,127,F
1443,L,239,81,85,X
1444,R,92,48,50,R
1445,X,209,38,38,X
1446,R,59,132,162,F
1447,X,224,47,43,X
1448,X,226,61,60,X
1449,X,220,47,38,X
1450,R,83,149,180,R
1451,F,28,158,166,F
1452,L,261,34,60,F
1453,F,22,105,104,F
1454,R,68,97,152,F
1455,R,57,117,136,F
1456,F,19,74,79,F
1457,R,58,284,314,F
1458,R,87,32,37,R
1459,F,20,107,109,F
1460,R,63,188,216,F
1461,R,71,96,158,F
1462,X,220,86,78,X
1463,R,71,106,136,F
1464,X,249,138,175,X
1465,X,207,88,97,X
1466,R,71,74,114,F
1467,L,246,62,94,X
1468,R,60,75,83,F
1469,L,248,100,136,X
1470,R,69,88,140,F
1471,R,58,138,144,F
1472,X,212,103,111,X
1473,R,64,203,181,F
1474,F,20,122,136,F
1475,L,247,63,71,X
1476,R,51,39,27,F
1477,F,21,85,80,F
1478,R,56,160,160,F
1479,L,236,111,100,X
1480,F,17,83,85,F
1481,R,77,54,119,F
1482,F,21,66,74,F
1483,F,26,67,71,F
1484,F,11,75,81,F
1485,X,227,134,111,X
1486,X,205,86,97,X
1487,R,73,82,140,F
1488,R,47,167,159,F
1489,X,209,84,92,X
1490,L,238,64,80,X
1491,X,211,62,66,X
1492,R,65,56,86,F
1493,X,226,114,135,X
1494,R,64,103,110,F
1495,F,41,140,139,F
1496,X,214,44,64,X
1497,F,12,54,55,F
1498,F,30,90,120,F
1499,L,248,39,49,X
1500,L,246,33,44,X
1501,R,50,174,148,F
1502,X,194,33,39,X
1503,F,24,111,118,F
1504,X,229,129,123,X
1505,R,74,63,118,F
1506,F,22,124,125,F
1507,X,209,71,72,X
1508,F,24,105,121,F
1509,R,67,156,180,F
1510,L,232,72,78,X
1511,X,216,85,82,X
1512,R,56,117,137,F
1513,X,205,34,41,X
1514,F,16,116,126,F
1515,X,214,78,69,X
1516,L,272,38,38,L
1517,F,29,157,170,F
1518,R,67,117,118,F
1519,F,18,83,93,F
1520,F,26,117,116,F
1521,X,216,66,67,X
1522,F,23,104,108,F
1523,X,227,143,91,X
1524,R,70,92,178,F
1525,L,232,92,76,X
1526,F,18,71,74,F
1527,R,56,170,185,F
1528,R,70,125,182,F
1529,L,226,145,109,X
1530,R,54,153,153,F
1531,R,71,112,182,F
1532,L,263,29,86,F
1533,L,250,58,101,X
1534,L,278,54,70,L
1535,R,58,242,167,F
1536,L,267,43,44,F
1537,X,213,36,48,X
1538,X,226,115,100,X
1539,R,76,77,126,F
1540,X,175,31,34,X
1541,X,193,61,80,X
1542,F,16,46,55,F
1543,R,67,142,170,F
1544,F,31,62,48,F
1545,R,86,39,38,R
1546,X,214,76,81,X
1547,R,63,118,171,F
1548,R,58,123,128,F
1549,X,208,34,31,X
1550,R,63,133,165,F
1551,F,11,73,75,F
1552,L,235,106,96,X
1553,L,244,68,99,X
1554,R,69,104,204,F
1555,L,249,46,76,X
1556,R,45,172,141,F
1557,F,30,217,217,F
1558,L,240,79,81,X
1559,L,266,58,68,L
1560,L,248,76,101,X
1561,F,36,164,167,F
1562,R,65,115,148,F
1563,L,246,69,107,X
1564,X,208,47,45,X
1565,F,24,135,148,F
1566,R,76,87,194,F
1567,F,15,46,45,F
1568,F,22,64,59,F
1569,X,204,64,73,X
1570,F,33,182,168,F
1571,X,210,82,77,X
1572,L,244,81,106,X
1573,L,241,107,118,X
1574,L,237,127,113,X
1575,X,197,45,43,X
1576,L,248,68,74,X
1577,L,258,34,43,X
1578,X,220,108,113,X
1579,R,71,80,127,F
1580,L,259,37,59,X
1581,X,200,42,39,X
1582,L,249,67,91,X
1583,F,337,52,48,F
1584,L,235,135,132,X
1585,X,201,37,33,X
1586,L,230,83,83,X
1587,F,22,87,84,F
1588,R,111,67,60,R
1589,F,27,162,150,F
1590,F,18,116,117,F
1591,R,63,127,187,F
1592,L,250,117,139,X
1593,R,78,83,136,F
1594,X,223,76,94,X
1595,X,225,118,90,X
1596,R,80,55,117,F
1597,L,290,32,36,L
1598,X,165,40,36,X
1599,L,246,45,64,X
1600,L,273,35,101,F
1601,L,253,50,91,X
1602,R,66,188,226,F
1603,X,213,71,86,X
1604,F,38,121,109,F
1605,X,206,42,48,X
1606,L,249,58,66,X
1607,F,19,101,112,F
1608,R,57,234,249,F
1609,R,52,182,171,F
1610,F,36,55,77,F
1611,X,197,78,75,X
1612,R,58,178,188,F
1613,R,62,119,135,F
1614,R,52,270,244,F
1615,R,66,70,100,F
1616,L,247,43,42,X
1617,R,46,254,209,F
1618,F,30,180,180,F
1619,F,38,147,119,F
1620,F,31,255,254,R
1621,X,205,71,77,X
1622,R,53,141,143,F
1623,X,213,69,63,X
1624,X,218,82,92,X
1625,F,27,204,222,F
1626,F,18,114,137,F
1627,L,265,21,61,X
1628,F,7,39,44,F
1629,X,207,90,92,X
1630,F,27,84,86,F
1631,X,223,97,105,X
1632,L,248,55,82,X
1633,F,13,76,74,F
1634,F,24,72,61,F
1635,L,252,48,90,X
1636,R,52,101,102,F
1637,X,211,99,134,X
1638,R,63,177,156,F
1639,L,238,92,116,X
1640,X,200,34,32,X
1641,R,119,190,227,X
1642,F,31,174,173,F
1643,R,60,118,146,F
1644,R,61,133,144,F
1645,R,71,107,176,F
1646,F,17,155,156,F
1647,L,248,51,111,X
1648,R,62,131,167,F
1649,L,236,48,43,X
1650,R,55,225,264,F
1651,R,75,63,115,F
1652,X,225,61,54,X
1653,R,67,103,149,F
1654,R,82,57,101,F
1655,L,250,112,228,X
1656,X,237,143,154,X
1657,X,218,99,95,X
1658,L,305,39,40,L
1659,F,47,200,221,F
1660,X,213,56,41,X
1661,L,244,76,113,X
1662,R,50,127,98,F
1663,F,23,64,65,F
1664,X,208,55,63,X
1665,L,226,101,93,X
1666,L,250,52,104,X
1667,F,25,111,120,F
1668,L,243,45,67,X
1669,F,20,84,81,F
1670,F,10,36,42,F
1671,L,248,62,117,X
1672,X,213,47,38,X
1673,X,205,74,89,X
1674,L,266,47,112,X
1675,L,244,61,57,X
1676,X,210,90,98,X
1677,F,67,203,163,F
1678,X,201,61,104,X
1679,L,250,51,95,X
1680,R,68,42,42,F
1681,R,90,55,65,R
1682,L,251,69,110,X
1683,X,221,51,62,X
1684,X,206,54,61,X
1685,F,26,122,131,F
1686,L,257,51,118,X
1687,X,209,105,102,X
1688,R,58,91,91,F
1689,R,82,56,117,F
1690,X,215,52,60,X
1691,R,82,41,50,R
1692,R,61,113,117,F
1693,X,225,80,79,X
1694,L,265,34,72,X
1695,L,254,41,87,X
1696,L,283,45,54,F
1697,R,74,129,217,F
1698,R,44,236,201,F
1699,R,65,99,161,F
1700,X,198,58,61,X
1701,F,19,42,43,F
1702,F,24,121,118,F
1703,X,207,49,66,X
1704,X,213,38,36,X
1705,L,247,69,121,X
1706,F,30,136,151,F
1707,F,340,181,173,F
1708,R,58,103,109,F
1709,X,217,123,115,X
1710,F,43,193,208,F
1711,L,243,81,74,X
1712,R,90,35,35,R
1713,X,200,53,57,X
1714,R,71,83,161,F
1715,R,73,45,120,F
1716,F,44,76,89,F
1717,X,217,70,68,X
1718,L,238,84,98,X
1719,F,18,127,125,F
1720,L,255,36,70,X
1721,R,53,211,204,F
1722,X,200,59,56,X
1723,X,215,77,81,X
1724,X,226,129,114,X
1725,R,99,33,38,F
1726,F,18,66,68,F
1727,F,21,36,48,F
1728,R,88,42,59,F
1729,L,245,102,140,X
1730,F,27,103,107,F
1731,F,39,195,215,F
1732,L,245,87,114,X
1733,R,65,153,195,F
1734,F,28,126,121,F
1735,F,323,193,224,F
1736,F,21,125,124,F
1737,X,208,63,75,X
1738,L,244,43,47,X
1739,L,248,79,122,X
1740,R,62,125,126,F
1741,F,17,98,95,F
1742,R,79,84,136,F
1743,F,30,118,151,F
1744,X,198,41,41,X
1745,L,240,55,60,X
1746,F,11,81,86,F
1747,R,71,100,184,F
1748,R,49,178,145,F
1749,L,262,28,46,F
1750,L,252,50,73,X
1751,L,295,48,93,F
1752,R,53,112,102,F
1753,R,67,108,152,F
1754,X,200,65,70,X
1755,L,243,72,103,X
1756,L,263,40,86,F
1757,R,61,43,57,F
1758,R,56,147,127,F
1759,R,55,103,111,F
1760,F,27,135,148,F
1761,X,202,47,53,X
1762,F,45,108,100,F
1763,F,21,111,128,F
1764,R,79,100,231,F
1765,R,47,111,111,F
1766,R,49,158,144,F
1767,F,20,97,95,F
1768,F,16,125,124,F
1769,R,57,137,160,F
1770,R,81,53,114,F
1771,X,238,176,209,X
1772,X,213,55,46,X
1773,F,28,99,100,F
1774,R,68,52,84,F
1775,F,40,196,183,F
1776,X,200,47,52,X
1777,R,54,132,123,F
1778,L,248,43,66,X
1779,L,252,69,129,X
1780,X,218,93,81,X
1781,F,10,66,68,F
1782,F,14,32,33,F
1783,L,245,53,60,X
1784,R,66,165,163,F
1785,F,28,138,148,F
1786,F,35,168,146,F
1787,R,45,133,120,F
1788,F,28,92,92,F
1789,L,259,30,72,X
1790,L,247,44,56,X
1791,X,208,52,81,X
1792,F,31,108,110,F
1793,R,70,189,265,F
1794,F,30,79,81,F
1795,L,281,32,41,F
1796,L,251,61,92,X
1797,R,44,240,257,F
1798,X,229,71,66,X
1799,R,70,79,102,F
1800,F,8,51,46,F
1801,L,304,95,105,F
1802,R,70,44,76,F
1803,F,26,89,94,F
1804,R,76,48,99,F
1805,R,62,42,33,R
1806,L,248,55,47,X
1807,F,18,47,52,F
1808,F,38,107,105,F
1809,R,83,143,211,F
1810,X,218,79,71,X
1811,X,210,49,40,X
1812,L,271,70,78,L
1813,R,59,171,196,F
1814,F,32,97,92,F
1815,L,246,40,58,X
1816,L,247,80,111,X
1817,X,195,30,34,X
1818,F,30,216,186,F
1819,X,205,53,56,X
1820,F,27,104,111,F
1821,F,22,123,126,F
1822,L,306,37,30,L
1823,L,266,37,73,F
1824,R,72,139,157,F
1825,R,59,123,145,F
1826,F,24,75,80,F
1827,L,260,24,59,X
1828,R,71,89,122,F
1829,F,20,114,121,F
1830,X,207,39,44,X
1831,X,204,57,62,X
1832,F,320,140,115,F
1833,L,242,56,81,X
1834,X,207,57,56,X
1835,R,92,30,37,F
1836,R,63,119,130,F
1837,F,12,77,71,F
1838,F,40,334,302,F
1839,F,29,136,179,F
1840,X,210,39,40,X
1841,X,209,75,73,X
1842,X,212,48,52,X
1843,R,55,173,142,F
1844,R,48,165,125,F
1845,X,225,74,71,X
1846,R,56,124,129,F
1847,L,255,38,38,X
1848,R,79,44,101,F
1849,F,42,128,163,F
1850,F,44,135,158,F
1851,F,39,171,185,F
1852,X,214,63,97,X
1853,X,209,44,40,X
1854,L,258,33,62,X
1855,R,123,41,29,X
1856,L,247,35,68,X
1857,L,224,53,54,X
1858,F,48,160,150,F
1859,X,219,43,36,X
1860,L,268,47,55,F
1861,X,198,92,85,X
1862,L,239,104,127,X
1863,L,249,47,74,X
1864,F,46,230,227,F
1865,R,72,74,148,F
1866,L,231,100,71,X
1867,F,15,60,58,F
1868,F,23,75,71,F
1869,R,68,71,144,F
1870,R,80,72,216,F
1871,L,255,45,118,X
1872,L,273,60,118,F
1873,F,29,150,163,F
1874,R,82,71,132,F
1875,X,199,41,40,X
1876,X,218,84,76,X
1877,F,14,75,74,F
1878,R,51,142,153,F
1879,L,254,51,85,X
1880,F,316,118,98,F
1881,F,41,172,165,F
1882,R,114,65,157,X
1883,F,26,168,175,F
1884,L,223,59,43,X
1885,F,38,92,123,F
1886,X,207,76,75,X
1887,X,199,70,72,X
1888,R,62,125,143,F
1889,R,47,152,138,F
1890,F,22,33,41,F
1891,R,70,133,205,F
1892,F,47,130,121,F
1893,R,66,84,122,F
1894,L,260,39,94,X
1895,F,38,127,146,F
1896,R,64,96,129,F
1897,X,204,65,64,X
1898,X,217,66,71,X
1899,F,36,134,169,F
1900,L,300,102,120,L
1901,R,75,51,108,F
1902,R,49,137,117,F
1903,R,73,163,185,F
1904,L,251,36,67,X
1905,L,249,40,59,X
1906,X,217,48,39,X
1907,X,213,71,73,X
1908,X,213,100,91,X
1909,L,253,72,131,X
1910,F,38,251,244,F
1911,R,74,70,159,F
1912,X,213,42,43,X
1913,R,69,95,101,F
1914,R,71,80,173,F
1915,R,76,107,134,F
1916,F,30,65,83,F
1917,R,49,213,188,F
1918,L,238,76,67,X
1919,X,210,49,51,X
1920,L,275,124,126,L
1921,F,29,147,136,F
1922,F,64,146,147,F
1923,X,221,110,95,X
1924,F,312,65,36,F
1925,R,52,96,75,F
1926,L,260,53,106,X
1927,R,55,100,125,F
1928,F,29,82,83,F
1929,R,56,152,185,F
1930,R,69,168,242,F
1931,F,22,74,75,F
1932,F,28,111,118,F
1933,R,94,52,55,R
1934,F,27,170,192,F
1935,R,69,90,139,F
1936,X,202,46,48,X
1937,R,66,197,183,F
1938,L,229,69,61,X
1939,L,224,83,62,X
1940,L,247,65,117,X
1941,F,28,225,214,F
1942,F,29,108,109,F
1943,R,43,209,160,F
1944,R,68,77,99,F
1945,F,16,62,65,F
1946,L,246,72,103,X
1947,L,261,28,96,X
1948,R,88,136,181,R
1949,R,73,82,133,F
1950,X,168,38,36,X
1951,L,254,55,88,X
1952,L,269,31,37,F
1953,L,268,46,77,F
1954,X,209,62,70,X
1955,R,66,86,133,F
1956,F,19,72,76,F
1957,F,32,83,78,F
1958,R,71,136,184,F
1959,F,27,159,167,F
1960,F,22,102,98,F
1961,L,249,49,72,X
1962,X,200,69,67,X
1963,F,39,234,236,F
1964,L,310,52,35,F
1965,R,74,125,110,F
1966,R,64,122,144,F
1967,L,237,151,159,X
1968,X,221,105,105,X
1969,R,43,78,47,F
1970,L,249,30,46,X
1971,F,56,310,301,F
1972,R,71,90,154,F
1973,F,18,82,83,F
1974,R,56,51,49,F
1975,L,263,93,118,F
1976,X,217,44,44,X
1977,R,74,65,119,F
1978,F,20,183,199,F
1979,F,13,38,61,F
1980,F,15,75,79,F
1981,R,62,152,176,F
1982,F,30,105,105,F
1983,R,54,147,145,F
1984,F,34,191,189,F
1985,R,57,105,125,F
1986,X,206,96,119,X
1987,R,68,106,130,F
1988,L,237,65,82,X
1989,L,234,79,89,X
1990,F,26,142,140,F
1991,L,264,35,31,L
1992,L,265,45,51,F
1993,R,68,100,149,F
1994,X,212,160,185,X
1995,F,46,184,205,F
1996,F,29,138,142,F
1997,L,271,28,57,F
1998,F,37,132,120,F
1999,F,21,64,85,F
2000,R,67,140,226,F
2001,F,20,106,103,F
2002,L,231,117,103,X
2003,X,202,43,44,X
2004,L,307,37,34,F
2005,F,28,167,181,F
2006,L,255,97,116,X
2007,X,226,113,96,X
2008,X,213,61,66,X
2009,L,262,60,106,F
2010,F,30,75,81,F
2011,F,32,187,196,F
2012,R,62,123,178,F
2013,R,124,113,86,X
2014,F,27,159,161,F
2015,F,40,109,123,F
2016,F,31,94,97,F
2017,F,21,95,118,F
2018,L,247,40,52,X
2019,L,247,39,53,X
2020,L,246,86,96,X
2021,F,45,203,166,F
2022,L,266,40,47,L
2023,R,60,202,206,F
2024,R,46,179,208,F
2025,F,28,90,97,F
2026,X,197,43,43,X
2027,F,23,60,69,F
2028,X,214,63,64,X
2029,F,19,103,119,F
2030,F,21,96,108,F
2031,L,240,82,106,X
2032,R,71,69,134,F
2033,F,13,70,72,F
2034,F,337,105,143,F
2035,L,240,61,97,X
2036,R,92,64,66,R
2037,R,43,164,130,F
2038,X,218,71,71,X
2039,X,211,46,52,X
2040,R,71,83,200,F
2041,L,250,42,70,X
2042,R,55,148,131,F
2043,F,20,73,80,F
2044,F,26,143,132,F
2045,R,136,216,187,X
2046,F,18,48,49,F
2047,R,78,90,207,F
2048,X,196,31,35,X
2049,R,59,178,163,F
2050,F,26,117,110,F
2051,R,57,159,190,F
2052,R,58,162,189,F
2053,L,240,34,34,X
2054,R,57,106,119,F
2055,R,67,127,261,F
2056,L,259,42,62,X
2057,R,49,173,159,F
2058,R,72,124,111,F
2059,F,19,39,40,F
2060,F,26,135,125,F
2061,R,97,68,74,R
2062,X,214,61,62,X
2063,X,244,98,79,X
2064,L,252,66,120,X
2065,L,248,40,48,X
2066,F,12,37,44,F
2067,F,24,75,95,F
2068,R,74,105,137,F
2069,X,212,54,63,X
2070,F,12,61,67,F
2071,R,60,119,132,F
2072,L,247,37,42,X
2073,F,23,81,90,F
2074,X,216,57,78,X
2075,F,38,176,157,F
2076,X,212,106,102,X
2077,R,68,225,309,F
2078,R,77,40,115,F
2079,L,247,93,115,X
2080,L,232,185,171,X
2081,L,238,72,84,X
2082,R,69,100,150,F
2083,R,67,105,152,F
2084,L,249,53,80,X
2085,F,40,149,151,F
2086,R,45,218,149,F
2087,L,244,110,122,X
2088,X,214,53,46,X
2089,L,240,76,80,X
2090,F,19,113,118,F
2091,L,249,75,121,X
2092,F,314,270,290,F
2093,F,25,134,133,F
2094,X,215,114,103,X
2095,F,10,49,54,F
2096,L,248,75,102,X
2097,L,255,56,102,X
2098,L,237,90,104,X
2099,X,204,72,66,X
2100,R,46,158,125,F
2101,F,12,150,111,F
2102,R,65,138,162,F
2103,F,60,267,258,F
2104,L,233,98,109,X
2105,F,27,144,145,F
2106,R,69,161,229,F
2107,F,26,88,91,F
2108,L,246,72,84,X
2109,L,254,42,94,X
2110,X,219,57,50,X
2111,X,193,46,52,X
2112,F,22,84,83,F
2113,R,74,150,230,F
2114,X,223,53,44,X
2115,F,11,50,51,F
2116,R,43,190,167,F
2117,L,311,80,79,F
2118,R,49,178,168,F
2119,X,223,115,116,X
2120,R,77,72,95,F
2121,L,281,39,41,L
2122,L,259,40,80,X
2123,L,245,59,91,X
2124,X,210,47,57,X
2125,R,64,98,78,F
2126,R,57,107,115,F
2127,L,261,44,88,X
2128,F,24,133,133,F
2129,R,42,132,121,F
2130,R,80,86,251,F
2131,X,203,38,40,X
2132,F,317,161,157,F
2133,R,59,237,219,F
2134,X,228,105,90,X
2135,X,226,98,107,X
2136,L,258,51,123,X
2137,R,58,80,81,F
2138,L,261,28,59,X
2139,L,269,69,72,L
2140,X,215,42,39,X
2141,F,20,50,56,F
2142,L,298,56,65,F
2143,F,35,153,147,F
2144,X,201,37,37,X
2145,L,268,53,62,L
2146,R,68,67,139,F
2147,X,197,54,51,X
2148,R,79,56,114,F
2149,L,248,71,91,X
2150,L,252,41,96,X
2151,F,29,76,80,F
2152,F,21,64,71,F
2153,R,52,116,101,F
2154,F,34,116,109,F
2155,X,229,82,84,X
2156,F,20,71,83,F
2157,R,61,65,77,F
2158,R,64,140,177,F
2159,X,215,102,99,X
2160,X,207,45,54,X
2161,X,203,37,43,X
2162,L,242,80,85,X
2163,F,13,77,82,F
2164,L,246,56,68,X
2165,X,205,52,36,X
2166,F,24,51,50,F
2167,L,226,65,58,X
2168,X,223,70,70,X
2169,F,25,101,101,F
2170,F,25,112,111,F
2171,F,16,73,81,F
2172,L,312,159,133,F
2173,F,345,67,83,F
2174,F,45,279,302,F
2175,F,27,58,57,F
2176,L,242,61,74,X
2177,R,58,93,124,F
2178,R,42,144,161,F
2179,X,205,44,46,X
2180,F,27,140,141,F
2181,R,52,135,143,F
2182,F,26,87,82,F
2183,R,72,80,186,F
2184,F,31,159,152,F
2185,F,45,167,141,F
2186,F,33,192,200,F
2187,R,70,89,140,F
2188,L,240,154,181,X
2189,X,220,46,106,X
2190,F,33,122,149,F
2191,F,51,102,90,F
2192,X,223,61,47,X
2193,X,212,110,103,X
2194,F,33,158,185,F
2195,L,272,31,36,L
2196,F,28,69,63,F
2197,R,109,48,52,R
2198,X,202,40,42,X
2199,F,30,91,87,F
2200,R,68,130,190,F
2201,X,208,83,78,X
2202,F,42,167,155,F
2203,L,251,56,113,X
2204,X,216,70,63,X
2205,R,57,235,253,F
2206,F,19,87,80,F
2207,F,18,46,47,F
2208,R,73,130,190,F
2209,X,221,73,71,X
2210,R,70,114,179,F
2211,L,255,60,95,X
2212,L,232,52,45,X
2213,R,109,33,37,X
2214,F,17,59,61,F
2215,X,206,30,32,X
2216,R,74,95,203,F
2217,R,63,118,122,F
2218,X,227,134,109,X
2219,L,248,47,59,X
2220,L,259,36,68,X
2221,F,24,109,114,F
2222,F,24,80,83,F
2223,X,216,35,38,X
2224,R,69,138,160,F
2225,R,52,121,118,F
